conference,gender,name,image_urls,year
PyCon CA,male,Michael Kwan,,2013
PyCon CA,male,Michael Woodworth,,2012
PyCon CA,male,Mike Bayer,,2012
PyCon CA,male,Mike Fletcher,,2012
PyCon CA,male,Ram Venkat,,2012
PyCon CA,male,Ricardo Vazquez,,2013
PyCon CA,male,Robert Park,,2012
PyCon CA,male,Rory Geoghegan,,2013
PyCon CA,male,Simon Law,,2013
PyCon CA,male,Steve Singer,,2012
PyCon CA,male,Taavi Burns,,2012
PyCon CA,male,Taavi Burns,,2013
PyCon CA,male,Tim Spurway &  Mazdak Rezvani,,2012
PyCon CA,male,Todd Whiteman,,2012
PyCon CA,male,Trevor Bekolay,,2012
PyCon CA,male,vid ayer,,2012
PyCon CA,male,Vlad Filippov,,2012
PyCon CA,male,Yannick Gingras,,2013
PyCon CA,male,Yannick Hold,,2012
PyCon CA,mostly_female,Bonnie King,,2012
PyCon CA,mostly_female,Lynn Root,,2013
PyCon CA,mostly_female,Meredith L. Patterson,,2012
PyCon CA,mostly_female,Sandy Walsh,,2012
PyCon CA,mostly_male,Bijan Vaez,,2013
PyCon CA,mostly_male,Cameron Davidson-Pilon,,2013
PyCon CA,mostly_male,Chris Calloway,,2013
PyCon CA,mostly_male,Chris Saunders,,2013
PyCon CA,mostly_male,Javier de la Rosa,,2012
PyCon CA,mostly_male,Maxime Noël,,2012
PyCon CA,mostly_male,Mel Chua,,2013
PyCon CA,mostly_male,Vijay Ganesh,,2013
PyCon DE,andy,Juergen Schackmann,,2013
PyCon DE,andy,Schlomo Schapiro,,2012
PyCon DE,andy,Schlomo Schapiro,,2013
PyCon DE,andy,YADT Project,,2013
PyCon DE,female,Stefania Trabucchi,,2012
PyCon DE,female,Stefanie Weilenmann,,2013
PyCon DE,male,Andi Albrecht,,2013
PyCon DE,male,Andreas Albrecht,,2012
PyCon DE,male,Andreas Bresser,,2013
PyCon DE,male,Andreas Bunkahle,,2012
PyCon DE,male,Andreas Hüsgen,,2013
PyCon DE,male,Andreas Jung,,2012
PyCon DE,male,Andreas Klostermann,,2013
PyCon DE,male,Andreas Mantke,,2012
PyCon DE,male,Andreas Müller,,2012
PyCon DE,male,Andreas Schreiber,,2012
PyCon DE,male,Andreas Schreiber,,2013
PyCon DE,male,Arndt Droullier,,2013
PyCon DE,male,Arnold Krille,,2013
PyCon DE,male,Benedikt Hegner,,2012
PyCon DE,male,Benjamin Wohlwend,,2013
PyCon DE,male,Berthold Höllmann,,2013
PyCon DE,male,Christian Geier,,2013
PyCon DE,male,Christian Heimes,,2013
PyCon DE,male,Christian Kauhaus,,2012
PyCon DE,male,Christian Kauhaus,,2013
PyCon DE,male,Christian Theune,,2012
PyCon DE,male,Christian Theune,,2013
PyCon DE,male,Christian Tismer,,2012
PyCon DE,male,Christopher Arndt,,2013
PyCon DE,male,Christoph Iserlohn,,2013
PyCon DE,male,Daniel Havlik,,2012
PyCon DE,male,Daniel Hepper,,2013
PyCon DE,male,Daniel Nouri,,2012
PyCon DE,male,Daniel Szoska,,2012
PyCon DE,male,Dieter Morgenroth,,2013
PyCon DE,male,Dirk Bächle,,2013
PyCon DE,male,Dirk Haun,,2012
PyCon DE,male,Dominik George,,2013
PyCon DE,male,Dr. Jan Morlock,,2013
PyCon DE,male,Dr. Yves Hilpisch,,2012
PyCon DE,male,Dr. Yves Hilpisch,,2013
PyCon DE,male,Ernesto Rico-Schmidt,,2012
PyCon DE,male,Felix Huber,,2013
PyCon DE,male,Felix Knoepke,,2012
PyCon DE,male,Florian Apolloner,,2013
PyCon DE,male,Florian Ludwig,,2013
PyCon DE,male,Florian Rhiem,,2013
PyCon DE,male,Florian Wilhelm,,2013
PyCon DE,male,Frank Becker,,2012
PyCon DE,male,Frank Becker,,2013
PyCon DE,male,Henning Dickten,,2013
PyCon DE,male,Holger Krekel,,2012
PyCon DE,male,Holger Krekel,,2013
PyCon DE,male,Ingo Heimbach,,2013
PyCon DE,male,Jan Dittberner,,2012
PyCon DE,male,Jens Klein,,2013
PyCon DE,male,Johannes Hubertz,,2013
PyCon DE,male,Jörg Kantel,,2012
PyCon DE,male,Josef Heinen,,2012
PyCon DE,male,Josef Heinen,,2013
PyCon DE,male,Kai Diefenbach,,2012
PyCon DE,male,Klaus Bremer,,2012
PyCon DE,male,Klaus Bremer,,2013
PyCon DE,male,Lutz Mende,,2012
PyCon DE,male,Maik Derstappen,,2012
PyCon DE,male,Marc-Andre Lemburg,,2012
PyCon DE,male,Marc-Andre Lemburg,,2013
PyCon DE,male,Marek Kubica,,2012
PyCon DE,male,Mark Fink,,2012
PyCon DE,male,Markus Bläser,,2013
PyCon DE,male,Markus Zapke-Gründemann,,2012
PyCon DE,male,Markus Zapke-Gründemann,,2013
PyCon DE,male,Martijn Faassen,,2013
PyCon DE,male,Martin Schönert,,2012
PyCon DE,male,Martin v. Löwis,,2012
PyCon DE,male,Mathias Mielitz,,2013
PyCon DE,male,Max Tepkeev,,2013
PyCon DE,male,Michael Meinel,,2013
PyCon DE,male,Michael P. Jung,,2012
PyCon DE,male,Michael P. Jung,,2013
PyCon DE,male,Michael Sué,,2013
PyCon DE,male,Mike Müller,,2012
PyCon DE,male,Mike Müller,,2013
PyCon DE,male,Mirko Dziadzka,,2012
PyCon DE,male,Nik Klever,,2012
PyCon DE,male,Oliver Bestwalter,,2013
PyCon DE,male,Patrick Gerken,,2012
PyCon DE,male,Patrick Lauber,,2013
PyCon DE,male,Philip Bauer,,2012
PyCon DE,male,Reimar Bauer,,2012
PyCon DE,male,Reimar Bauer,,2013
PyCon DE,male,Reinhard Wobst,,2012
PyCon DE,male,Reinhard Wobst,,2013
PyCon DE,male,Robert Lehmann,,2013
PyCon DE,male,Stefan Behnel,,2012
PyCon DE,male,Stefan Behnel,,2013
PyCon DE,male,Stefan Foulis,,2013
PyCon DE,male,Stefan Scherfke,,2012
PyCon DE,male,Stefan Scherfke,,2013
PyCon DE,male,Stefan Schwarzer,,2012
PyCon DE,male,Stefan Vollmar,,2013
PyCon DE,male,Steve Holden,,2012
PyCon DE,male,Thijs Metsch,,2012
PyCon DE,male,Thomas Fenzl,,2013
PyCon DE,male,Thomas Güttler,,2012
PyCon DE,male,Thomas H. Marcon,,2013
PyCon DE,male,Thomas Koch,,2012
PyCon DE,male,Thomas Lotze,,2012
PyCon DE,male,Timo Stollenwerk,,2013
PyCon DE,male,Veit Schiele,,2012
PyCon DE,male,Waleri Enns,,2012
PyCon DE,male,Wolfgang Schnerring,,2012
PyCon US,andy,Akkana Peck,,2012
PyCon US,andy,Akkana Peck,,2014
PyCon US,andy,Amjith Ramanujam,,2013
PyCon US,andy,Amjith Ramanujam,,2014
PyCon US,andy,Amol Kher,,2013
PyCon US,andy,Arc Riley,,2013
PyCon US,andy,Asheesh Laroia,,2010
PyCon US,andy,Asheesh Laroia,,2011
PyCon US,andy,Asheesh Laroia,,2012
PyCon US,andy,Asheesh Laroia,,2013
PyCon US,andy,Asheesh Laroia,,2014
PyCon US,andy,Asheesh Laroia Jessica McKellar Dana Bauer Daniel Choi,,2013
PyCon US,andy,Ashwini Oruganti,,2013
PyCon US,andy,Ashwini Oruganti,,2014
PyCon US,andy,Ask Solem Hoel,,2012
PyCon US,andy,Augie Fackler,,2011
PyCon US,andy,Augie Fackler,,2012
PyCon US,andy,Augie Fackler,,2013
PyCon US,andy,Augie Fackler,,2014
PyCon US,andy,Augie Fackler Nathaniel Manista,,2012
PyCon US,andy,Augie Fackler Nathaniel Manista,,2013
PyCon US,andy,Augie Fackler Nathaniel Manista,,2014
PyCon US,andy,Aurynn Shaw,,2014
PyCon US,andy,Dr. C. Titus Brown,,2007
PyCon US,andy,Dr. C. Titus Brown,,2009
PyCon US,andy,Dr. C. Titus Brown,,2010
PyCon US,andy,Eben Upton,,2013
PyCon US,andy,Ed Leafe,,2009
PyCon US,andy,Eing Ong,,2011
PyCon US,andy,Esteve Fernandez,,2009
PyCon US,andy,Geremy Condra,,2011
PyCon US,andy,Geremy Condra,,2012
PyCon US,andy,Glyph,,2012
PyCon US,andy,Glyph,,2013
PyCon US,andy,Glyph Lefkowitz,,2010
PyCon US,andy,Glyph Lefkowitz,,2011
PyCon US,andy,Grig Gheorghiu,,2007
PyCon US,andy,Grig Gheorghiu,,2010
PyCon US,andy,Guto Maia,,2013
PyCon US,andy,Krishna Sankar,,2014
PyCon US,andy,Kushal Das,,2014
PyCon US,andy,Lakshman Prasad,,2013
PyCon US,andy,Mele Sax-Barnett,,2014
PyCon US,andy,Minesh B Amin Ian Ozsvald,,2013
PyCon US,andy,Mirabai Knight,,2013
PyCon US,andy,Mr. Feihong Hsu,,2008
PyCon US,andy,Mr. Jinal Jhaveri,,2010
PyCon US,andy,Mr. Kamon AYEVA,,2009
PyCon US,andy,Mr. Ramakrishna  Reddy Yekulla,,2008
PyCon US,andy,Narahari Allamraju,,2014
PyCon US,andy,Nitin Madnani,,2010
PyCon US,andy,Ragi Burhum,,2013
PyCon US,andy,Senthil Kumaran,,2012
PyCon US,andy,Swift,,2013
PyCon US,andy,Tres Seaver,,2010
PyCon US,andy,Tres Seaver,,2014
PyCon US,andy,Ying Li,,2014
PyCon US,andy,Yung-Yu Chen,,2011
PyCon US,andy,Zain Memon,,2012
PyCon US,female,Alexandra Strong,,2013
PyCon US,female,Alexandra Strong Christine Cheung,,2013
PyCon US,female,Alexandra Strong Katharine Jarmul Christine Cheung,,2013
PyCon US,female,Allison Kaptur,,2014
PyCon US,female,Allison Randal,,2010
PyCon US,female,Andrea O. K. Wright,,2012
PyCon US,female,Anna Martelli Ravenscroft,,2007
PyCon US,female,Anna M Ravenscroft,,2008
PyCon US,female,Anna M Ravenscroft,,2010
PyCon US,female,Anna Ravenscroft,,2013
PyCon US,female,Barbara Shaurette Katie Cunningham,,2014
PyCon US,female,Catherine Devlin,,2010
PyCon US,female,Catherine Devlin,,2014
PyCon US,female,Christine Cheung,,2012
PyCon US,female,Christine Spang,,2014
PyCon US,female,Dana Bauer Idan Gazit,,2013
PyCon US,female,Elena Williams,,2014
PyCon US,female,Esther Nam,,2013
PyCon US,female,Hannah Aizenman,,2014
PyCon US,female,Jacqueline Kazil,,2013
PyCon US,female,Jacqueline Kazil Dana Bauer,,2012
PyCon US,female,Jennifer Leech,,2011
PyCon US,female,Jessica Hamrick Peter Battaglia,,2014
PyCon US,female,Jessica McKellar,,2013
PyCon US,female,Jessica McKellar,,2014
PyCon US,female,Jessica McKellar Asheesh Laroia,,2012
PyCon US,female,Julia Elman Mark Lavin,,2013
PyCon US,female,Julia Evans,,2014
PyCon US,female,Julia Grace,,2013
PyCon US,female,Julie Lavoie,,2014
PyCon US,female,Julie Pagano,,2014
PyCon US,female,Karen Rustad,,2012
PyCon US,female,Karen Rustad Asheesh Laroia,,2013
PyCon US,female,Karen Rustad Asheesh Laroia,,2014
PyCon US,female,Kate Heddleston,,2013
PyCon US,female,Kate Heddleston,,2014
PyCon US,female,Kate Heddleston Nicole Zuckerman,,2014
PyCon US,female,Katharine Jarmul,,2014
PyCon US,female,Katherine Scott,,2013
PyCon US,female,Katherine Scott,,2014
PyCon US,female,Katherine Scott Anthony Oliver,,2013
PyCon US,female,Katie Cunningham,,2012
PyCon US,female,Marina Zhurakhinskaya,,2014
PyCon US,female,Megan Speir,,2014
PyCon US,female,Melanie Warrick,,2014
PyCon US,female,Michelle Levesque,,2007
PyCon US,female,Mr. Mattie Casper,,2008
PyCon US,female,Mrs. Sarah Dutkiewicz,,2009
PyCon US,female,Ms. Anna M Ravenscroft,,2010
PyCon US,female,Ms. Katie A Cunningham,,2010
PyCon US,female,Naomi Ceder,,2014
PyCon US,female,Nate Aune,,2013
PyCon US,female,Nate J Aune,,2009
PyCon US,female,Portia Burton,,2014
PyCon US,female,Rachel Sanders,,2014
PyCon US,female,Renee Chu,,2014
PyCon US,female,Ruchi Varshney,,2013
PyCon US,female,Ruchi Varshney,,2014
PyCon US,female,Rupa Dachere,,2013
PyCon US,female,Rupa Dachere Akkana Peck,,2014
PyCon US,female,Selena Deckelmann,,2013
PyCon US,female,Selena Deckelmann,,2014
PyCon US,female,Susan Tan,,2014
PyCon US,male,Aaron I Bickell,,2007
PyCon US,male,Aaron Maxwell,,2009
PyCon US,male,Aaron Maxwell,,2010
PyCon US,male,Adam D Christian,,2009
PyCon US,male,Adam Fast,,2009
PyCon US,male,Adam Hitchcock,,2013
PyCon US,male,Adam Lowry,,2012
PyCon US,male,Adam Moore,,2012
PyCon US,male,Adam T. Lindsay,,2010
PyCon US,male,Adrian Holovaty,,2008
PyCon US,male,Adrian Holovaty,,2009
PyCon US,male,Adrian Holovaty,,2012
PyCon US,male,A. Jesse Jiryu Davis,,2014
PyCon US,male,Alan Barber II,,2013
PyCon US,male,Alejandro J Cura,,2007
PyCon US,male,Alexander Dutton,,2010
PyCon US,male,Alexey Malashkevich,,2013
PyCon US,male,Alex Gaynor,,2009
PyCon US,male,Alex Gaynor,,2010
PyCon US,male,Alex Gaynor,,2011
PyCon US,male,Alex Gaynor,,2012
PyCon US,male,Alex Gaynor,,2013
PyCon US,male,Alex Gaynor,,2014
PyCon US,male,Alex Kouznetsov,,2013
PyCon US,male,Alex Martelli,,2008
PyCon US,male,Alex Martelli,,2009
PyCon US,male,Alex Martelli,,2010
PyCon US,male,Alex Martelli,,2011
PyCon US,male,Alex Martelli,,2012
PyCon US,male,Alex Martelli,,2013
PyCon US,male,Alex Xu,,2013
PyCon US,male,Alfredo Deza,,2010
PyCon US,male,Allen Downey,,2012
PyCon US,male,Allen Downey,,2013
PyCon US,male,Allen Downey,,2014
PyCon US,male,Allen Short,,2013
PyCon US,male,Amr Hiram,,2013
PyCon US,male,Andre Panisson,,2013
PyCon US,male,Andrew Dalke,,2007
PyCon US,male,Andrew Dalke,,2010
PyCon US,male,Andrew Francis,,2011
PyCon US,male,Andrew Godwin,,2014
PyCon US,male,Andrew Montalenti,,2013
PyCon US,male,Andy Dirnberger,,2013
PyCon US,male,Andy Parsons,,2012
PyCon US,male,Andy Smith,,2011
PyCon US,male,Andy Terrel,,2013
PyCon US,male,Andy Terrel Travis Oliphant Mark Florisson,,2013
PyCon US,male,Antonio Rodriguez,,2010
PyCon US,male,Armin Rigo,,2012
PyCon US,male,Armin Rigo,,2013
PyCon US,male,Armin Ronacher,,2011
PyCon US,male,Armin Ronacher,,2012
PyCon US,male,Barry Warsaw,,2012
PyCon US,male,Ben Bangert,,2009
PyCon US,male,Ben Bangert,,2013
PyCon US,male,Benjamin Peterson,,2012
PyCon US,male,Benjamin Peterson,,2013
PyCon US,male,Benjamin Peterson,,2014
PyCon US,male,Bill Gribble,,2009
PyCon US,male,Blaise Laflamme,,2014
PyCon US,male,Bob Hancock,,2012
PyCon US,male,Bob Ippolito,,2009
PyCon US,male,Bob Ippolito,,2010
PyCon US,male,Bradley  Angell,,2014
PyCon US,male,Bradley M. Kuhn,,2012
PyCon US,male,Bradley M. Kuhn,,2013
PyCon US,male,Brandon Craig Rhodes,,2010
PyCon US,male,Brandon Rhodes,,2012
PyCon US,male,Brandon Rhodes,,2013
PyCon US,male,Brandon Rhodes,,2014
PyCon US,male,Brett Cannon,,2007
PyCon US,male,Brett Cannon,,2013
PyCon US,male,Brett Cannon ? Jacob Kaplan-Moss Dino Viehland Maciej Fijałkowski,,2011
PyCon US,male,Brett Slatkin,,2010
PyCon US,male,Brett Slatkin,,2011
PyCon US,male,Brett Slatkin,,2014
PyCon US,male,Brian Curtin,,2011
PyCon US,male,Brian Curtin,,2012
PyCon US,male,Brian Curtin,,2013
PyCon US,male,Brian Dorsey,,2008
PyCon US,male,Brian Dorsey,,2009
PyCon US,male,Brian K. Jones,,2012
PyCon US,male,Brian K. Jones,,2013
PyCon US,male,Brian Moloney,,2011
PyCon US,male,Brian Warner,,2008
PyCon US,male,Bruce Eckel,,2009
PyCon US,male,Bruce Eckel,,2013
PyCon US,male,Bruce Frederiksen,,2008
PyCon US,male,Carl Meyer,,2011
PyCon US,male,Carl Meyer,,2012
PyCon US,male,Carl Meyer,,2013
PyCon US,male,Carl Meyer,,2014
PyCon US,male,Carlos A de la Guardia,,2009
PyCon US,male,Carlos de la Guardia,,2010
PyCon US,male,Carlos de la Guardia,,2011
PyCon US,male,Carlos de la Guardia,,2012
PyCon US,male,Carlos de la Guardia,,2013
PyCon US,male,Chad Whitacre,,2013
PyCon US,male,Chander Ganesan,,2012
PyCon US,male,Charles Merriam,,2010
PyCon US,male,Christophe Pettus,,2014
PyCon US,male,Christopher Allan Webber,,2011
PyCon US,male,Christopher Groskopf,,2011
PyCon US,male,Christopher Johnson,,2010
PyCon US,male,Christopher Perkins,,2010
PyCon US,male,Christopher Perkins,,2011
PyCon US,male,Christopher Swenson,,2012
PyCon US,male,Clark C. Evans,,2011
PyCon US,male,Clinton James,,2009
PyCon US,male,Collin Winter,,2010
PyCon US,male,Colton Myers,,2014
PyCon US,male,Craig Kerstiens,,2013
PyCon US,male,Craig Kerstiens,,2014
PyCon US,male,C. Titus Brown,,2011
PyCon US,male,Dan Callahan,,2013
PyCon US,male,Dan Callahan,,2014
PyCon US,male,Dan Crosta,,2014
PyCon US,male,Daniel Greenfeld,,2010
PyCon US,male,Daniel Greenfeld,,2011
PyCon US,male,Daniel Greenfeld C. Titus Brown Dan Mesh Chris Shenton Rich Leland Frank Wiles,,2011
PyCon US,male,Daniel Lindsley,,2012
PyCon US,male,Daniel Lindsley,,2013
PyCon US,male,Daniel Lindsley,,2014
PyCon US,male,"Daniel W. Barnette, PhD",,2011
PyCon US,male,Dan Langer,,2014
PyCon US,male,Dan Milstein,,2007
PyCon US,male,Dave Brondsema,,2012
PyCon US,male,Dave Malcolm,,2011
PyCon US,male,Dave Malcolm,,2012
PyCon US,male,David A Reid,,2010
PyCon US,male,David Beazley,,2010
PyCon US,male,David Beazley,,2011
PyCon US,male,David Beazley,,2013
PyCon US,male,David Beazley,,2014
PyCon US,male,David Cramer,,2012
PyCon US,male,David Hancock,,2007
PyCon US,male,David Koop,,2010
PyCon US,male,David Malcolm,,2013
PyCon US,male,David M Beazley,,2007
PyCon US,male,David Mertz,,2012
PyCon US,male,David Mertz,,2013
PyCon US,male,David Schachter,,2013
PyCon US,male,Diego Maniloff Amr Hiram Zach Howard,,2013
PyCon US,male,Diego Maniloff Christian Fricke Zach Howard,,2014
PyCon US,male,Dimitris Glezos,,2012
PyCon US,male,Dino E Viehland,,2010
PyCon US,male,Dino Viehland,,2012
PyCon US,male,Dino Viehland,,2013
PyCon US,male,Dirkjan Ochtman,,2010
PyCon US,male,Dmitry Jemerov,,2011
PyCon US,male,Donovan Preston,,2010
PyCon US,male,Doug Hellmann,,2011
PyCon US,male,Doug Hellmann,,2013
PyCon US,male,Dr. Andre Roberge,,2007
PyCon US,male,Dr. André Roberge,,2009
PyCon US,male,Dr. Andrew Harrington,,2007
PyCon US,male,Dr. Bill Punch,,2009
PyCon US,male,Dr. Brian E Granger,,2007
PyCon US,male,Dr. Christopher H Barker,,2009
PyCon US,male,Dr. David Q Mertz,,2010
PyCon US,male,Dr. Greg Wilson,,2010
PyCon US,male,Dr. Ilan Schnell,,2010
PyCon US,male,Dr. James Taylor,,2007
PyCon US,male,Dr. John E Jacobsen,,2009
PyCon US,male,Dr. Jonathan M Cameron,,2010
PyCon US,male,Dr. Julius B. Lucks,,2008
PyCon US,male,Dr. Matthieu Amiguet,,2010
PyCon US,male,Dr. Michael H Goldwasser,,2008
PyCon US,male,Dr. Patrick R. Michaud,,2007
PyCon US,male,Dr. Richard P Olenick,,2007
PyCon US,male,Dr. Stephen PAscoe,,2007
PyCon US,male,Dr. Steven H Rogers,,2010
PyCon US,male,Dr. Theodore L. Turocy,,2007
PyCon US,male,Dr. Tim Couper,,2008
PyCon US,male,Dr. Titus Brown,,2008
PyCon US,male,Dr. Travis E Oliphant,,2007
PyCon US,male,Dr. Vern Ceder,,2007
PyCon US,male,Edgar Roman,,2013
PyCon US,male,Edgar Roman Cosimo Felline,,2012
PyCon US,male,Eric Floehr,,2011
PyCon US,male,Eric Gaumer,,2011
PyCon US,male,Eric Ma,,2014
PyCon US,male,Eric Smith,,2010
PyCon US,male,Eric Snow,,2012
PyCon US,male,Eric Snow,,2013
PyCon US,male,Erik Evensen,,2013
PyCon US,male,Erik Rose,,2012
PyCon US,male,Erik Rose,,2013
PyCon US,male,Erik Rose,,2014
PyCon US,male,Ernesto Posse,,2007
PyCon US,male,Fernando Perez,,2014
PyCon US,male,Fernando Pérez Brian E. Granger Min Ragan-Kelley,,2012
PyCon US,male,Fernando Perez Brian Granger Min RK,,2013
PyCon US,male,Fernando Pérez Min Ragan-Kelley Brian E. Granger Thomas Kluyver,,2012
PyCon US,male,Francesco Pierfederici,,2010
PyCon US,male,Franck Chastagnol,,2013
PyCon US,male,Frank J Wierzbicki,,2007
PyCon US,male,Frank J Wierzbicki,,2009
PyCon US,male,Frank J Wierzbicki,,2010
PyCon US,male,Frank Siler,,2013
PyCon US,male,Frank Wiles,,2012
PyCon US,male,Gabriel Grant,,2012
PyCon US,male,Gary Bernhardt,,2011
PyCon US,male,Gary Bernhardt,,2012
PyCon US,male,Gary Bernhardt,,2013
PyCon US,male,Gary Bernhardt,,2014
PyCon US,male,Gavin M. Roy,,2011
PyCon US,male,Gavin M. Roy,,2012
PyCon US,male,Gavin M. Roy,,2013
PyCon US,male,G. Clifford Williams,,2014
PyCon US,male,George Belotsky,,2008
PyCon US,male,Graham Dumpleton,,2012
PyCon US,male,Graham Dumpleton,,2013
PyCon US,male,Graham Dumpleton,,2014
PyCon US,male,Greg Ward,,2014
PyCon US,male,Greg Wilson,,2014
PyCon US,male,Guido van Rossum,,2013
PyCon US,male,Guilherme Chapiewski,,2010
PyCon US,male,Guillaume Ardaud,,2014
PyCon US,male,Hannu Krosing,,2014
PyCon US,male,Harry Percival,,2013
PyCon US,male,Harry Percival,,2014
PyCon US,male,holger krekel,,2009
PyCon US,male,holger krekel,,2010
PyCon US,male,Holger Krekel,,2012
PyCon US,male,Holger Krekel,,2014
PyCon US,male,Hugo Boyer,,2012
PyCon US,male,Hynek Schlawack,,2013
PyCon US,male,Hynek Schlawack,,2014
PyCon US,male,Ian Bicking,,2008
PyCon US,male,Ian Bicking,,2009
PyCon US,male,Ian Bicking,,2010
PyCon US,male,Ian Bicking,,2011
PyCon US,male,Ian Ozsvald,,2012
PyCon US,male,Idan Gazit,,2012
PyCon US,male,Idan Gazit Dana Bauer,,2013
PyCon US,male,Itamar Turner-Trauring,,2013
PyCon US,male,Ivan Beschastnikh,,2010
PyCon US,male,Jack Diederich,,2010
PyCon US,male,Jack Diederich,,2011
PyCon US,male,Jack Diederich,,2012
PyCon US,male,Jacob Burch Noah Silas,,2012
PyCon US,male,Jacob Kaplan-Moss,,2007
PyCon US,male,Jacob Kaplan-Moss,,2009
PyCon US,male,Jacob Kaplan-Moss,,2011
PyCon US,male,Jacob Kaplan-Moss,,2013
PyCon US,male,Jacob Kaplan-Moss,,2014
PyCon US,male,Jacob Perkins,,2012
PyCon US,male,Jake Vanderplas,,2013
PyCon US,male,Jake Vanderplas Olivier Grisel,,2014
PyCon US,male,James Bennett,,2008
PyCon US,male,James Bennett,,2010
PyCon US,male,James Bennett,,2012
PyCon US,male,James Bennett,,2013
PyCon US,male,James Bennett,,2014
PyCon US,male,James King,,2014
PyCon US,male,James Tauber,,2009
PyCon US,male,James Tauber,,2013
PyCon US,male,Jarret Raim Paul Kehrer,,2014
PyCon US,male,Jason Carr,,2013
PyCon US,male,Jason Huggins,,2011
PyCon US,male,Jason Huggins,,2012
PyCon US,male,Jason Moore Tarun Gaba,,2014
PyCon US,male,Jason Myers,,2014
PyCon US,male,Jason Pellerin,,2008
PyCon US,male,Jason Scheirer,,2012
PyCon US,male,Jean-Paul Calderone,,2012
PyCon US,male,Jeff Elmore,,2012
PyCon US,male,Jeff Elmore,,2013
PyCon US,male,Jeff Lindsay,,2012
PyCon US,male,jeff m younker,,2007
PyCon US,male,Jeffrey Armstrong,,2011
PyCon US,male,Jeff Rush,,2007
PyCon US,male,Jeff Rush,,2008
PyCon US,male,Jeff Rush,,2009
PyCon US,male,Jeff Rush,,2010
PyCon US,male,Jeff Rush,,2012
PyCon US,male,Jeff Rush,,2013
PyCon US,male,Jeff Schenck,,2014
PyCon US,male,Jeremiah Jordan,,2012
PyCon US,male,Jeremy Edberg,,2010
PyCon US,male,Jeremy Hylton,,2007
PyCon US,male,Jérôme Petazzoni,,2012
PyCon US,male,Jesse Noller,,2013
PyCon US,male,Jesse Noller,,2014
PyCon US,male,Jim Baker,,2007
PyCon US,male,Jim Baker,,2008
PyCon US,male,Jim Baker,,2009
PyCon US,male,Jim Baker,,2011
PyCon US,male,Jim Baker,,2012
PyCon US,male,Jim Baker Shashank Bharadwaj,,2013
PyCon US,male,Jim Blomo,,2014
PyCon US,male,Jim Fulton,,2007
PyCon US,male,JIm Fulton,,2011
PyCon US,male,Jim Fulton,,2012
PyCon US,male,Jim Hugunin,,2009
PyCon US,male,Jimmy Retzlaff,,2011
PyCon US,male,Jimmy Schementi,,2010
PyCon US,male,Joe Gregorio,,2009
PyCon US,male,Joe Gregorio,,2010
PyCon US,male,Joel Zachary Miller Jeffrey Elkner Vern Ceder Brian C. Brumley Maria Litvin,,2011
PyCon US,male,John Anderson,,2012
PyCon US,male,John Rittenhouse,,2010
PyCon US,male,John Wetherill,,2013
PyCon US,male,John Wetherill,,2014
PyCon US,male,Jonas Obrist,,2013
PyCon US,male,Jonathan Ellis,,2007
PyCon US,male,Jonathan Ellis,,2008
PyCon US,male,Jonathan Ellis,,2010
PyCon US,male,Jonathan Ellis,,2012
PyCon US,male,Jonathan Foote,,2013
PyCon US,male,Jonathan Hartley,,2011
PyCon US,male,Jonathan LaCour,,2007
PyCon US,male,Jonathan LaCour,,2010
PyCon US,male,Jonathan Rocher,,2012
PyCon US,male,Jono DiCarlo,,2008
PyCon US,male,Jorge L Vargas,,2010
PyCon US,male,Joseph Lisee,,2010
PyCon US,male,Juan Gomez,,2014
PyCon US,male,Julien Phalip,,2014
PyCon US,male,Justin Abrahms,,2014
PyCon US,male,Justin Bronn,,2014
PyCon US,male,Ken Elkabany,,2012
PyCon US,male,Kenneth Love,,2014
PyCon US,male,Kenneth Love Jacob Kaplan-Moss,,2013
PyCon US,male,Kenneth Reitz,,2013
PyCon US,male,Kevin Ballard,,2014
PyCon US,male,Kevin Dangoor,,2007
PyCon US,male,Kevin Dangoor,,2009
PyCon US,male,Kumar McMillan,,2007
PyCon US,male,Kumar McMillan,,2009
PyCon US,male,Kumar McMillan,,2011
PyCon US,male,Kurt Grandis,,2011
PyCon US,male,Kurt Grandis,,2012
PyCon US,male,Kurt Grandis,,2013
PyCon US,male,Larry Hastings,,2011
PyCon US,male,Larry Hastings,,2012
PyCon US,male,Larry Hastings,,2013
PyCon US,male,Laurens Van Houtven,,2011
PyCon US,male,Laurens Van Houtven,,2013
PyCon US,male,Laurens Van Houtven,,2014
PyCon US,male,Lennart Regebro,,2008
PyCon US,male,Lennart Regebro,,2011
PyCon US,male,Lennart Regebro,,2013
PyCon US,male,Leonardo Rochael,,2013
PyCon US,male,Lewis Franklin,,2014
PyCon US,male,Luciano Ramalho,,2013
PyCon US,male,Luis Artola,,2012
PyCon US,male,Łukasz Langa,,2013
PyCon US,male,Luke Gotszling,,2011
PyCon US,male,Luke Lee,,2013
PyCon US,male,Luke Miller,,2014
PyCon US,male,Luke Sneeringer,,2011
PyCon US,male,Luke Sneeringer,,2012
PyCon US,male,Luke Sneeringer,,2013
PyCon US,male,Luke Sneeringer,,2014
PyCon US,male,Maciej Fijalkowski,,2008
PyCon US,male,Maciej Fijałkowski,,2011
